voltage,current,temperature,cycle,soh,rul
3.6750021753856554,1.4708910144174328,26.142855124619437,1,0.9919281865493527,0.5842562756449091
3.681048728870544,1.5196501503203224,24.91210654853716,2,1.0,0.6088280060882799
3.68565371403959,1.4848720774550035,27.151636735417135,3,0.9951081790789355,0.5939366182007166
3.6691862941322824,1.6413190147099521,27.47540420952804,4,0.9901265226272699,0.5787717583782948
3.678980327430238,1.54618230605322,26.057176870551075,5,1.0,0.6088280060882799
3.6744260213928652,1.5546455071235692,26.316114927009767,6,0.991949612515948,0.584321499287513
3.6849377900891,1.5138511335826925,26.15005986824936,7,0.9851540311522429,0.5636347980281365
3.6796264488823134,1.5193245155563788,26.622704230768054,8,1.0,0.6088280060882799
3.6803187969577653,1.545226764257499,25.7416427550759,9,1.0,0.6088280060882799
3.667091728135055,1.4793189449748942,26.605627151768466,10,1.0,0.6088280060882799
3.675245905434066,1.47354227887234,26.329759364627826,11,0.9912899036802748,0.5823132532124041
3.681966266231068,1.4065506786688693,25.483363892655614,12,0.9920639463592248,0.5846695475166659
3.6767184828744366,1.490243408259902,25.70969349066684,13,0.982353072530239,0.5551082877632844
3.6863928824954164,1.595346683298677,26.314780109629773,14,0.9938388703702612,0.5900726647496534
3.669740374476446,1.429183158882334,25.887706395956407,15,0.9701813360373437,0.5180558174652774
3.6770791412841533,1.431984374376194,27.63021045981318,16,0.9994109308131819,0.6070347969959874
3.663934577582387,1.4804565238409688,25.564605520470977,17,0.982213157483708,0.5546823667692783
3.66289473243372,1.481118481489267,25.84587943606005,18,1.0,0.6088280060882799
3.676488272271697,1.4945769292190065,26.96396616830524,19,1.0,0.6088280060882799
3.659374740891571,1.581983157447305,24.4679423348348,20,1.0,0.6088280060882799
3.6609978194553285,1.504953992846985,26.342118866267512,21,0.9764840821066852,0.5372422590766672
3.6846239667092773,1.5534881473141031,25.27960149734448,22,0.997336332789141,0.6007194301039299
3.6847232469066475,1.5443172869687891,26.577437118847993,23,0.9801115949180698,0.5482849160367419
3.6834857614940897,1.5005445483250222,25.757677192288572,24,0.9977425464211301,0.601956001281979
3.6733035976956034,1.623738832506303,26.815642963234012,25,0.9838871142276063,0.5597781255026066
3.6734714473134527,1.5553035895677245,25.262731393289826,26,0.9882124486820855,0.572945049260534
3.6811421230481334,1.556162174290931,26.545950428367405,27,0.9910614369689821,0.5816177685509346
3.697318067372976,1.5053186079269278,26.600648758643235,28,1.0,0.6088280060882799
3.65531903876695,1.52629906320217,26.57242428108737,29,0.9646227040185589,0.5011345632224012
3.6877243189394227,1.464256099502263,26.731180522193174,30,0.9909679345419689,0.5813331340699203
3.6679052625730932,1.643901634255296,25.87927067040008,31,0.9849146120749748,0.5629059728309733
3.674552537039491,1.610253488951039,25.917729840399133,32,0.9698106264618418,0.5169273256068242
3.6617197312659666,1.6017900552419264,27.113278638932556,33,0.9772093146051989,0.5394499683567697
3.66498829910198,1.5801701667905041,26.731389107680954,34,0.9701195265290705,0.5178676606668812
3.6761292186094265,1.4725457173216152,26.57877856708075,35,0.9790124207513405,0.5449388759553744
3.694200574006032,1.418436923672656,27.454490006136425,36,0.9908231485723175,0.5808923853038582
3.6809231409187926,1.4819543548032972,26.964909993712933,37,0.9833014330621618,0.5579952300218013
3.689918022901747,1.5174336165139954,26.623443050236208,38,0.9805425254933094,0.5495967290511702
3.6794927999329783,1.5161908756233264,25.622675450808696,39,0.9821617336003271,0.5545258252673578
3.6622361009320588,1.539381658923867,26.886626004156486,40,0.9787181070024984,0.5440429436910148
3.663449089109545,1.595733076413422,28.73991839589149,41,0.9495457077166035,0.455238075240802
3.6705770301581953,1.5201004448367341,24.76342408867724,42,0.9881473389837833,0.5727468462215624
3.681948000061839,1.5347820713082982,26.200217375826877,43,0.980545339287756,0.5496052946354824
3.665669920416465,1.5727198903959414,27.76566855722368,44,0.9659650475603636,0.5052208449326135
3.6748102343278863,1.4377927232102041,26.688334766416148,45,0.9764353663897085,0.5370939616125068
3.6849574041401914,1.5344353882241406,25.52710504598913,46,0.984215241985966,0.5607769923469283
3.684006309090327,1.51470253717595,27.958218693081303,47,0.961292301143129,0.4909963505118081
3.6680638295761043,1.515503956743871,25.377064344110593,48,0.9666786847436885,0.5073932564495842
3.6779774873124356,1.480209416802334,25.94768001293284,49,0.9856861136527458,0.5652545316674149
3.673433282196721,1.5628516273729092,26.060507634327305,50,0.9659315316218003,0.5051188177223753
3.667374818154349,1.5822550895745253,26.3444327666186,51,0.958059665797037,0.4811557558509498
3.6831117094576955,1.5231639290559555,26.908865974368123,52,0.9662713884070684,0.5061533893670269
3.6693711932978585,1.4794359810618531,24.749750240857637,53,0.9731209517032537,0.5270044191879869
3.6820244040014107,1.5153405713007069,26.964665679855464,54,0.9627216650868691,0.4953475345110169
3.694044637073767,1.4534053547190888,26.730771523499957,55,0.9823984390413161,0.5552463897756956
3.6725218769837165,1.584469005652344,26.090247325307235,56,0.9538102446144194,0.4682199227227379
3.6826756263649965,1.5345992472741936,26.548570925579366,57,0.9565705049225252,0.47662254162108103
3.68725761030474,1.5065028244131196,25.607734141060025,58,0.9790344881059113,0.5450060520727893
3.6764426927995513,1.4708905170259896,28.14299982058218,59,0.9457829626904507,0.44378375248234603
3.662417468494743,1.4882964112285324,25.96447364933463,60,0.9612893659667152,0.4909874154237905
3.667242407893208,1.5108961894198025,26.983244985897258,61,0.973509933867702,0.5281885353659117
3.668445634972192,1.4582999965865993,26.566419989621494,62,0.9519958238811226,0.46269657193644614
3.6692601981963855,1.4241880177120776,27.42069103955646,63,0.9726374587715649,0.5255325990001976
3.661001447081808,1.4384717007917922,26.6051408429253,64,0.9440645373400314,0.4385526250838092
3.6781160221054363,1.6144617210500878,26.683509611539996,65,0.9568941811748968,0.47760785745782874
3.6603140640015868,1.527865260295343,25.747399857104156,66,0.9606437989746582,0.4890222191009382
3.6635314724573176,1.5918541237838202,27.56573681625551,67,0.949256811306786,0.45435863411502564
3.662735901239706,1.5259018941490798,27.42367898898126,68,0.9458781905652738,0.44407363946810885
3.663961174098366,1.4839974070803266,26.36008636493488,69,0.9652356170463836,0.5030003563055816
3.6611520555817934,1.5291118599887679,26.60056039757802,70,0.9494944730848768,0.45508210984741776
3.644882749339044,1.587371578034003,26.855569446624074,71,0.9471574423716792,0.447967861101002
3.6961272837084778,1.486084761123651,26.23814953528314,72,0.9619343923928664,0.4929509661883298
3.6723850422586883,1.4481853011824681,27.256248842947485,73,0.9518649070482217,0.4622980427647539
3.6664754973587845,1.4877294674808008,27.06553084380216,74,0.9527260740616414,0.4649195557432006
3.666050310091557,1.4154128094442022,27.169368908667135,75,0.9461706097280032,0.44496380434704147
3.6789212641252242,1.556185890588948,27.10435964656493,76,0.9560115719862871,0.4749210714955465
3.6660874968385566,1.4896301566328989,26.32994829562186,77,0.9359286916147218,0.4137859714298988
3.664885587055436,1.5522967755860189,26.522876517591087,78,0.9514565178419906,0.46105484883406556
3.665229658710533,1.4903784037043926,27.59410231646084,79,0.9525039223263044,0.4642432947528292
3.676624477502464,1.4696101593097206,25.990606797940607,80,0.9499803617468734,0.4565612229737393
3.675077834642311,1.5214011486158718,27.052149971107244,81,0.9483824901709368,0.45169707814592613
3.671326338277452,1.5596751347459186,27.88844925726344,82,0.9505230998003785,0.4582133936084581
3.6604523595617056,1.57507565735111,26.74407983641006,83,0.9411284182694709,0.4296146674869737
3.633646492267937,1.5696308127697058,26.572679696411857,84,0.9557721138739799,0.47419212747025824
3.6435040760658732,1.5461959415474988,26.870384418812478,85,0.937711574022667,0.41921331513749466
3.6836867411829473,1.5564139880217869,27.220240946870597,86,0.93354472517979,0.4065288437740943
3.645919504461828,1.5089730212671628,27.66373597603188,87,0.9495041564241286,0.4551115872880624
3.6659285827214827,1.4684567517486684,25.602863691354678,88,0.9559641163965201,0.47477661003506877
3.6638685227669763,1.489634218497032,25.74617202866997,89,0.9342843180715764,0.4087802681022112
3.6648162221358715,1.5671338271546524,26.215883034663083,90,0.9415880957126188,0.4310139899927512
3.6672948832443066,1.5847387150273113,26.81121418194378,91,0.9308562672957317,0.3983448015090765
3.6774231079002853,1.5079699202845076,26.751312434588357,92,0.9326205034372735,0.40371538337069557
3.642447895820307,1.6635897192112976,27.270163137603326,93,0.9287899166951368,0.3920545409288789
3.6452074745673793,1.4139404094580104,27.478268025608006,94,0.9239581960043904,0.37734610655826606
3.6513711763844023,1.5985849779457937,28.250623860020777,95,0.9118574768581416,0.34050982300804117
3.667764505074383,1.5999289658088172,27.357607376495377,96,0.9383841387710377,0.4212606964110734
3.6639335720376423,1.4940957755264073,27.69436094588486,97,0.9416232146406158,0.4311208969272931
3.6587244458668144,1.5101216500904326,27.892583232634987,98,0.9130569608117782,0.34416122012717865
3.664502341474422,1.5315247263107867,26.170450693562834,99,0.9294707535124297,0.3941271035385986
3.663043420872461,1.5327972427086407,26.7941459226975,100,0.9200504130325924,0.36545026798353836
3.6650987201138845,1.6380500586262248,27.181469400493118,101,0.9150871722952029,0.3503414681741334
3.658612690992686,1.5780688678410513,26.553208570719296,102,0.9168096382958283,0.3555848958777115
3.6591792204691633,1.5371266406783985,27.366441715788252,103,0.9505441454861508,0.45827745962298577
