Actual_SOH,Predicted_SOH,Actual_RUL,Predicted_RUL,Actual_RUL_Cycles,Predicted_RUL_Cycles
0.889980486575245,0.8858373,0.2739132011422981,0.18980345,99.9783184169388,71.756905
0.9553626700676046,0.93171775,0.11550124830880962,0.18831067,42.15795563271551,70.457886
0.1,0.1723136,0.0,0.012177974,0.0,4.5238647
0.1,0.14260931,0.0,0.012945799,0.0,3.8274307
0.9101075118840881,0.9289406,0.0891964722901093,0.18275921,32.5567123858899,67.30198
0.1,0.153382,0.0,0.0006847787,0.0,-1.2917341
0.9132999880124186,0.943264,0.08423059440928209,0.34878257,30.74416695938797,128.95128
0.6830212784340601,0.67755,0.0,0.0020882639,0.0,2.8177743
0.9098800842409471,0.9150356,0.2675922903889122,0.24757722,97.67118599195295,92.50995
0.3859704915128838,0.40084732,0.0,0.004182315,0.0,0.6848619
0.84928992218024,0.8545079,0.1500454252062099,0.14319085,54.76658020026661,53.418877
0.1,0.12483653,0.0,0.006356909,0.0,2.3020618
0.9772093146051989,0.9511052,0.5394499683567697,0.5571446,196.89923845022096,200.45006
0.1,0.1071581,0.0,0.013125801,0.0,4.0445504
0.1,0.11534273,0.0,0.012991069,0.0,3.383641
0.8229259307396997,0.7716423,0.0697897434998466,0.011228332,25.473256377444006,1.6282544
0.9676272152008942,0.9459119,0.1357923360530994,0.22355296,49.56420265938132,82.915405
0.1,0.13523377,0.0,0.011462306,0.0,2.8729682
0.1,0.1169815,0.0,0.01008865,0.0,3.2902274
0.1,0.11773446,0.0,0.009801196,0.0,1.7392846
0.6713308071095552,0.65769595,0.0,0.0010560512,0.0,2.3691998
0.3052636172210041,0.29196507,0.0,0.013647265,0.0,4.1111555
0.9662713884070684,0.9546366,0.5061533893670269,0.51016164,184.74598711896482,186.63268
0.2556585185511414,0.20172074,0.0,0.013942812,0.0,3.5372686
0.8762831142761963,0.8794129,0.2322164818149049,0.20371868,84.7590158624403,76.02116
0.1,0.15117027,0.0,0.012167464,0.0,3.295764
0.4174321081862319,0.41500744,0.0,0.0067604063,0.0,1.059742
0.5360048652812116,0.53442687,0.0,-0.0036192937,0.0,-0.5429739
0.1,0.1384932,0.0,0.0019592748,0.0,1.4829748
0.5831486027731085,0.6273131,0.0,-0.0033004496,0.0,0.9444037
0.1,0.1525136,0.0,0.00754384,0.0,2.5899456
0.1,0.124277554,0.0,0.0074631693,0.0,2.6527953
0.1,0.13514246,0.0,0.0061021606,0.0,1.363772
0.1,0.13829657,0.0,0.014063073,0.0,3.5939727
0.7036446883958677,0.72480345,0.0,0.0018098912,0.0,-0.16887528
0.3994436267257309,0.38986906,0.0,0.00685718,0.0,2.9032078
0.1611920078789647,0.16682836,0.0,0.008141292,0.0,2.1020088
0.2809821118301358,0.28438088,0.0,0.010831594,0.0,3.6937904
0.1,0.11599025,0.0,0.007859227,0.0,2.5291224
0.9734845840499743,0.9241549,0.1163616954500399,0.19654913,42.472018839264585,73.40441
0.6638173720515674,0.8295345,0.0,0.043567374,0.0,16.468716
0.8373197264371973,0.8706918,0.0296603559585827,0.10406584,10.826029924882691,37.58533
0.1,0.1396887,0.0,-0.00014036917,0.0,0.45627812
0.1,0.12064207,0.0,0.009605988,0.0,2.4077837
0.1,0.1274538,0.0,0.009136799,0.0,2.716718
0.1,0.12139502,0.0,0.01668252,0.0,3.2786374
0.7836741371520499,0.8317367,0.0,0.09084299,0.0,32.317947
