Actual_SOH,Predicted_SOH,Actual_RUL,Predicted_RUL,Actual_RUL_Cycles,Predicted_RUL_Cycles
0.8658658658658659,0.845016,0.8658658658658659,0.7482618,0.8658658658658659,0.75517356
0.933264091158828,0.9050642,0.24824824824824826,0.3060181,0.24824824824824826,0.31398585
0.20687354020687357,0.20790142,0.12412412412412413,0.15157478,0.12412412412412413,0.14759229
0.09407904144746253,0.22609496,0.025025025025025023,0.06046152,0.025025025025025023,0.072469965
0.8692903429745537,0.9065426,0.23123123123123124,0.3872593,0.23123123123123124,0.39346156
0.25213183107919945,0.31680897,0.06706706706706707,0.09820755,0.06706706706706707,0.11262598
0.8918693129219446,0.9325235,0.23723723723723725,0.67412883,0.23723723723723725,0.6710434
0.6786786786786787,0.6860984,0.6786786786786787,0.6573264,0.6786786786786787,0.6685723
0.880880880880881,0.891742,0.7047047047047047,0.69429314,0.7047047047047047,0.69200623
0.4587921254587922,0.49137717,0.2752752752752753,0.3210106,0.2752752752752753,0.3194247
0.8298298298298299,0.8291832,0.8298298298298298,0.8073437,0.8298298298298298,0.8121304
0.023773773773773824,0.096902885,0.01901901901901902,0.036475156,0.01901901901901902,0.029376933
0.967967967967968,0.9187659,0.9679679679679679,1.0526859,0.9679679679679679,1.0433046
0.034034034034034065,0.081895046,0.03403403403403403,0.029574145,0.03403403403403403,0.019581618
0.24424424424424426,0.15837492,0.24424424424424424,0.17240675,0.24424424424424424,0.16681027
0.7967967967967969,0.7712046,0.7967967967967968,0.6598156,0.7967967967967968,0.66503555
0.933264091158828,0.93079364,0.24824824824824826,0.42756948,0.24824824824824826,0.43299752
0.10343677010343684,0.14053872,0.062062062062062065,0.10628706,0.062062062062062065,0.10406104
0.11011011011011011,0.14429998,0.11011011011011011,0.15432745,0.11011011011011011,0.16101539
0.120421173052752,0.18977581,0.03203203203203203,0.046498667,0.03203203203203203,0.04449767
0.6740073406740074,0.66569185,0.4044044044044044,0.41804075,0.4044044044044044,0.4072606
0.41875208541875214,0.3859483,0.25125125125125125,0.27959353,0.25125125125125125,0.28177893
0.948948948948949,0.9154634,0.948948948948949,0.95960087,0.948948948948949,0.9633003
0.3566066066066066,0.3180591,0.2852852852852853,0.29647258,0.2852852852852853,0.29730386
0.8558558558558559,0.84344876,0.8558558558558559,0.80973506,0.8558558558558559,0.8120023
0.1564064064064064,0.18640257,0.12512512512512514,0.21022879,0.12512512512512514,0.21148655
0.4742242242242243,0.49137798,0.3793793793793794,0.43427464,0.3793793793793794,0.42484477
0.5593093093093094,0.5776556,0.44744744744744747,0.4989277,0.44744744744744747,0.49091166
0.06339673006339676,0.15140507,0.03803803803803804,0.07877289,0.03803803803803804,0.08175344
0.6066066066066066,0.65131927,0.6066066066066066,0.6226842,0.6066066066066066,0.6313487
0.406421459053038,0.38441664,0.10810810810810811,0.13233742,0.10810810810810811,0.13233793
0.1571571571571572,0.1818798,0.15715715715715717,0.18960188,0.15715715715715717,0.19928291
0.16181595128963547,0.23821957,0.043043043043043044,0.069592446,0.043043043043043044,0.076649696
0.20895895895895897,0.17168066,0.16716716716716717,0.15030491,0.16716716716716717,0.14671928
0.6856856856856858,0.7159811,0.6856856856856857,0.70933414,0.6856856856856857,0.718471
0.4884884884884885,0.4818159,0.48848848848848847,0.5030677,0.48848848848848847,0.50397617
0.3083083083083084,0.27210933,0.3083083083083083,0.3054627,0.3083083083083083,0.30935246
0.3803803803803804,0.37722835,0.30430430430430433,0.33966795,0.30430430430430433,0.33904243
0.2596581543949965,0.2445084,0.06906906906906907,0.0950941,0.06906906906906907,0.08451758
0.963369384422016,0.9202502,0.25625625625625625,0.36600733,0.25625625625625625,0.36247814
0.6811322600796286,0.82113117,0.18118118118118118,0.37777048,0.18118118118118118,0.38071185
0.7977902714744821,0.8672919,0.2122122122122122,0.36841306,0.2122122122122122,0.36398208
0.286000286000286,0.2945984,0.07607607607607608,0.08661714,0.07607607607607608,0.0893031
0.240842346105504,0.25076142,0.06406406406406406,0.080035806,0.06406406406406406,0.07552524
0.1681681681681682,0.18684468,0.16816816816816815,0.2170491,0.16816816816816815,0.22434878
0.061311311311311345,0.10504922,0.04904904904904905,0.06927855,0.04904904904904905,0.06799119
0.7676849782112941,0.81027126,0.2042042042042042,0.3618444,0.2042042042042042,0.357323
0.42292292292292294,0.41649702,0.3383383383383383,0.35090876,0.3383383383383383,0.34787595
0.20395395395395396,0.19670251,0.16316316316316315,0.19892707,0.16316316316316315,0.19927365
0.8504745346850611,0.8880359,0.22622622622622623,0.36388868,0.22622622622622623,0.37407923
0.35750035750035747,0.32457724,0.09509509509509509,0.10458699,0.09509509509509509,0.100269295
0.13171065802644746,0.2063222,0.035035035035035036,0.046251904,0.035035035035035036,0.04514841
0.8608608608608609,0.84262425,0.8608608608608609,0.8287722,0.8608608608608609,0.83255106
0.5495495495495495,0.5322032,0.5495495495495496,0.53955793,0.5495495495495496,0.53307974
0.8241574908241576,0.8166114,0.4944944944944945,0.48126394,0.4944944944944945,0.4771585
0.3213213213213213,0.2766881,0.3213213213213213,0.32203665,0.3213213213213213,0.3177345
0.4779215305531095,0.43529084,0.12712712712712712,0.13431342,0.12712712712712712,0.13816395
0.6686686686686687,0.6906409,0.6686686686686687,0.6667516,0.6686686686686687,0.6770026
0.6168668668668669,0.6194221,0.4934934934934935,0.478333,0.4934934934934935,0.4783411
0.9299299299299301,0.89336073,0.92992992992993,0.9769282,0.92992992992993,0.9658793
0.947947947947948,0.911995,0.9479479479479479,0.9016254,0.9479479479479479,0.902888
0.25213183107919945,0.2700815,0.06706706706706707,0.08910887,0.06706706706706707,0.088778995
0.135473819684346,0.2749286,0.036036036036036036,0.073511064,0.036036036036036036,0.08270189
0.07007007007007003,0.12462917,0.04204204204204204,0.049130563,0.04204204204204204,0.051467024
0.23523523523523523,0.28440446,0.23523523523523523,0.3467934,0.23523523523523523,0.35241258
0.270947639368692,0.22363499,0.07207207207207207,0.09955287,0.07207207207207207,0.07251239
0.48921101552680507,0.44034305,0.13013013013013014,0.15218575,0.13013013013013014,0.15541065
0.4166666666666667,0.40677366,0.3333333333333333,0.34572577,0.3333333333333333,0.34205598
0.6681681681681683,0.67654157,0.5345345345345345,0.55328715,0.5345345345345345,0.551154
0.23148148148148145,0.21414997,0.18518518518518517,0.19222781,0.18518518518518517,0.19585057
0.6856856856856858,0.6437057,0.4114114114114114,0.3677652,0.4114114114114114,0.36265898
0.3028028028028028,0.2583728,0.24224224224224225,0.20518716,0.24224224224224225,0.20866053
0.045157939894782,0.17306687,0.012012012012012012,0.03299235,0.012012012012012012,0.03619583
0.01251251251251247,0.092984244,0.01001001001001001,0.04363363,0.01001001001001001,0.03755334
0.391368812421444,0.3281306,0.1041041041041041,0.12588853,0.1041041041041041,0.114526115
0.7047047047047047,0.75276786,0.7047047047047047,0.7734331,0.7047047047047047,0.7780845
0.5975975975975977,0.6534246,0.5975975975975976,0.63527596,0.5975975975975976,0.6471199
0.8608608608608609,0.8953224,0.6886886886886887,0.7351299,0.6886886886886887,0.7292504
0.13213213213213215,0.114657186,0.13213213213213212,0.10025999,0.13213213213213212,0.10065411
0.624684835211151,0.6512988,0.16616616616616617,0.2141056,0.16616616616616617,0.20586786
0.4421087754421088,0.41986987,0.2652652652652653,0.2878908,0.2652652652652653,0.28485072
